View_ID,User_ID,Show_ID,Watch_Date,Watch_Time_Minutes,Completed,Device
V01521,U0259,S064,2023-11-07,106,Yes,Tablet
V01522,U0194,S131,2023-01-02,136,Yes,Tablet
V01523,U0524,S291,2023-10-09,117,No,TV
V01524,U0438,S251,2023-05-17,162,Yes,Mobile
V01525,U0397,S161,2023-09-01,40,No,TV
V01526,U0371,S028,2023-04-03,20,Yes,Mobile
V01527,U0562,S275,2023-05-23,78,Yes,TV
V01528,U0210,S021,2023-02-19,179,No,Mobile
V01529,U0346,S142,2023-01-06,82,Yes,Tablet
V01530,U0226,S293,2023-05-04,78,Yes,Laptop
V01531,U0024,S284,2023-05-02,159,Yes,Laptop
V01532,U0393,S105,2023-04-23,148,Yes,Mobile
V01533,U0585,S139,2023-03-24,134,Yes,Mobile
V01534,U0417,S114,2023-02-18,71,Yes,Tablet
V01535,U0178,S113,2023-11-09,81,Yes,Mobile
V01536,U0688,S158,2023-01-02,121,Yes,Tablet
V01537,U0238,S052,2023-08-17,30,Yes,Tablet
V01538,U0454,S077,2023-12-31,108,No,Tablet
V01539,U0211,S252,2023-01-12,121,No,Laptop
V01540,U0512,S260,2023-06-14,167,Yes,Tablet
V01541,U0382,S074,2023-08-15,29,Yes,Tablet
V01542,U0213,S112,2023-03-28,90,No,Laptop
V01543,U0255,S149,2023-07-27,69,No,Tablet
V01544,U0025,S289,2023-11-04,72,No,Mobile
V01545,U0399,S293,2023-08-20,98,Yes,Laptop
V01546,U0503,S224,2023-07-15,124,Yes,Tablet
V01547,U0262,S179,2023-02-15,68,No,Laptop
V01548,U0491,S081,2023-07-07,53,No,TV
V01549,U0038,S196,2023-10-27,103,Yes,Mobile
V01550,U0725,S082,2023-04-28,33,Yes,Mobile
V01551,U0538,S131,2023-05-09,125,Yes,TV
V01552,U0447,S143,2023-05-31,57,Yes,TV
V01553,U0171,S267,2023-07-29,27,No,TV
V01554,U0587,S091,2023-02-17,83,Yes,Tablet
V01555,U0242,S009,2023-08-05,60,Yes,Mobile
V01556,U0276,S092,2023-02-04,146,Yes,Mobile
V01557,U0741,S092,2023-08-25,49,No,TV
V01558,U0334,S088,2023-05-06,79,Yes,Mobile
V01559,U0404,S070,2023-09-14,52,Yes,Mobile
V01560,U0136,S124,2023-08-29,165,Yes,Laptop
V01561,U0474,S126,2023-10-21,126,No,TV
V01562,U0731,S128,2023-12-30,51,Yes,Mobile
V01563,U0140,S001,2023-02-04,83,No,Tablet
V01564,U0694,S203,2023-09-28,150,No,Tablet
V01565,U0663,S267,2023-09-26,100,No,Tablet
V01566,U0171,S258,2023-05-09,137,No,TV
V01567,U0076,S189,2023-01-19,86,Yes,Mobile
V01568,U0392,S193,2023-11-06,86,No,Laptop
V01569,U0499,S102,2023-01-13,14,No,TV
V01570,U0461,S072,2023-08-11,176,Yes,Laptop
V01571,U0146,S009,2023-07-22,68,Yes,Tablet
V01572,U0409,S239,2023-05-10,129,No,Laptop
V01573,U0134,S213,2023-04-15,23,No,TV
V01574,U0303,S192,2023-03-16,23,Yes,Laptop
V01575,U0670,S222,2023-08-27,29,No,Laptop
V01576,U0042,S246,2023-07-01,27,No,Laptop
V01577,U0318,S260,2023-06-19,52,Yes,Mobile
V01578,U0763,S288,2023-02-21,79,Yes,Mobile
V01579,U0646,S267,2023-01-13,105,Yes,Mobile
V01580,U0343,S236,2023-08-18,98,No,Laptop
V01581,U0053,S265,2023-05-26,159,No,Mobile
V01582,U0444,S264,2023-08-13,19,No,Mobile
V01583,U0339,S226,2023-03-20,172,No,Laptop
V01584,U0781,S101,2023-03-15,33,Yes,Tablet
V01585,U0226,S022,2023-05-22,21,No,Laptop
V01586,U0200,S215,2023-01-07,155,Yes,TV
V01587,U0438,S281,2023-08-02,155,Yes,Laptop
V01588,U0068,S084,2023-04-18,19,Yes,Laptop
V01589,U0225,S240,2023-09-05,52,Yes,Tablet
V01590,U0686,S236,2023-02-28,97,Yes,Laptop
V01591,U0591,S286,2023-08-29,150,No,Laptop
V01592,U0540,S080,2023-11-20,180,No,Laptop
V01593,U0232,S012,2023-11-01,121,Yes,Tablet
V01594,U0522,S154,2023-05-20,137,No,Tablet
V01595,U0264,S055,2023-01-27,47,No,TV
V01596,U0476,S079,2023-04-23,35,Yes,Laptop
V01597,U0430,S291,2023-07-31,94,No,Laptop
V01598,U0167,S247,2023-02-11,179,Yes,Mobile
V01599,U0447,S208,2023-06-10,120,Yes,TV
V01600,U0032,S171,2023-08-01,104,No,Mobile
V01601,U0499,S252,2023-06-07,111,Yes,TV
V01602,U0241,S147,2023-07-27,72,No,TV
V01603,U0613,S168,2023-06-22,161,Yes,Tablet
V01604,U0085,S043,2023-02-12,12,Yes,TV
V01605,U0505,S048,2023-10-04,175,No,TV
V01606,U0483,S091,2023-01-27,18,Yes,TV
V01607,U0696,S183,2023-05-30,180,No,Mobile
V01608,U0318,S170,2023-01-21,35,Yes,Mobile
V01609,U0041,S001,2023-10-26,59,Yes,TV
V01610,U0111,S137,2023-07-20,161,No,Laptop
V01611,U0628,S146,2023-11-12,45,Yes,Mobile
V01612,U0162,S264,2023-08-25,34,No,Tablet
V01613,U0706,S146,2023-11-07,18,Yes,Tablet
V01614,U0712,S243,2023-06-23,125,Yes,Laptop
V01615,U0301,S206,2023-09-18,117,No,TV
V01616,U0216,S124,2023-06-08,128,No,TV
V01617,U0038,S041,2023-12-27,25,Yes,Mobile
V01618,U0460,S065,2023-03-17,48,Yes,Mobile
V01619,U0705,S164,2023-05-25,158,No,TV
V01620,U0420,S063,2023-09-04,174,No,Laptop
V01621,U0485,S018,2023-12-30,103,Yes,TV
V01622,U0354,S034,2023-07-20,22,Yes,Mobile
V01623,U0192,S255,2023-05-10,128,No,Tablet
V01624,U0461,S069,2023-12-30,93,No,Tablet
V01625,U0770,S291,2023-12-04,57,No,Mobile
V01626,U0426,S048,2023-03-26,134,No,Laptop
V01627,U0144,S123,2023-03-17,141,Yes,Tablet
V01628,U0739,S093,2023-05-23,116,Yes,Mobile
V01629,U0729,S176,2023-01-05,167,No,Laptop
V01630,U0108,S248,2023-06-22,138,Yes,TV
V01631,U0341,S259,2023-04-19,80,Yes,Tablet
V01632,U0446,S021,2023-09-28,126,Yes,Laptop
V01633,U0046,S146,2023-10-03,95,No,Mobile
V01634,U0486,S214,2023-07-28,128,Yes,TV
V01635,U0461,S136,2023-06-11,86,Yes,Mobile
V01636,U0405,S136,2023-04-28,11,No,TV
V01637,U0461,S123,2023-01-21,111,Yes,Mobile
V01638,U0078,S141,2023-08-09,147,Yes,Tablet
V01639,U0788,S027,2023-01-09,137,No,TV
V01640,U0799,S060,2023-10-01,70,No,Tablet
V01641,U0182,S280,2023-10-15,177,No,TV
V01642,U0082,S169,2023-01-08,175,No,TV
V01643,U0102,S067,2023-09-03,76,Yes,TV
V01644,U0688,S132,2023-12-03,116,No,TV
V01645,U0747,S084,2023-08-07,102,Yes,Mobile
V01646,U0556,S281,2023-05-28,173,No,Mobile
V01647,U0125,S002,2023-02-09,71,Yes,Mobile
V01648,U0117,S232,2023-05-19,96,Yes,Mobile
V01649,U0524,S063,2023-09-14,133,No,Laptop
V01650,U0095,S181,2023-02-12,55,No,Tablet
V01651,U0743,S010,2023-04-07,168,No,Mobile
V01652,U0150,S176,2023-02-02,51,Yes,TV
V01653,U0031,S175,2023-09-03,109,No,Tablet
V01654,U0218,S086,2023-02-23,58,No,Tablet
V01655,U0763,S117,2023-10-28,178,Yes,Tablet
V01656,U0397,S165,2023-10-13,174,No,Laptop
V01657,U0038,S232,2023-04-12,58,Yes,Mobile
V01658,U0018,S191,2023-10-20,176,No,Laptop
V01659,U0323,S238,2023-08-01,31,Yes,TV
V01660,U0608,S070,2023-02-19,131,Yes,Tablet
V01661,U0123,S017,2023-10-11,173,No,Laptop
V01662,U0550,S218,2023-05-06,85,No,Mobile
V01663,U0308,S071,2023-02-24,76,Yes,Tablet
V01664,U0349,S211,2023-03-20,29,No,Laptop
V01665,U0316,S154,2023-02-08,114,No,Mobile
V01666,U0336,S095,2023-01-14,33,No,TV
V01667,U0372,S059,2023-09-26,34,Yes,Laptop
V01668,U0127,S094,2023-06-20,157,No,TV
V01669,U0238,S026,2023-10-26,80,Yes,Laptop
V01670,U0730,S282,2023-10-09,157,Yes,Laptop
V01671,U0103,S207,2023-10-10,20,No,Laptop
V01672,U0674,S171,2023-08-04,78,Yes,Mobile
V01673,U0097,S003,2023-03-12,37,Yes,Tablet
V01674,U0370,S208,2023-01-22,148,No,Mobile
V01675,U0606,S288,2023-05-16,73,Yes,Mobile
V01676,U0190,S292,2023-06-21,36,Yes,Mobile
V01677,U0747,S065,2023-08-29,53,Yes,TV
V01678,U0698,S268,2023-07-28,79,Yes,TV
V01679,U0061,S221,2023-09-10,64,Yes,Tablet
V01680,U0353,S070,2023-04-09,113,No,Tablet
V01681,U0276,S128,2023-10-24,167,No,Mobile
V01682,U0262,S255,2023-12-28,10,No,Mobile
V01683,U0765,S130,2023-07-27,42,Yes,TV
V01684,U0688,S128,2023-11-25,43,Yes,Mobile
V01685,U0763,S024,2023-04-29,28,Yes,Tablet
V01686,U0284,S058,2023-03-10,157,Yes,Mobile
V01687,U0735,S057,2023-11-30,13,Yes,Tablet
V01688,U0212,S229,2023-02-24,46,No,TV
V01689,U0378,S167,2023-11-28,115,Yes,Tablet
V01690,U0455,S104,2023-12-04,172,No,TV
V01691,U0362,S097,2023-04-16,180,No,TV
V01692,U0281,S224,2023-09-08,22,No,Laptop
V01693,U0475,S082,2023-01-02,25,No,Mobile
V01694,U0209,S212,2023-08-23,38,No,Laptop
V01695,U0287,S091,2023-03-14,119,No,Mobile
V01696,U0601,S233,2023-08-31,99,Yes,Laptop
V01697,U0461,S103,2023-11-26,80,Yes,Tablet
V01698,U0165,S246,2023-07-19,66,No,Tablet
V01699,U0800,S121,2023-03-10,175,Yes,Tablet
V01700,U0565,S261,2023-07-16,174,Yes,TV
V01701,U0739,S190,2023-02-26,143,No,Laptop
V01702,U0279,S265,2023-12-20,89,Yes,Tablet
V01703,U0581,S055,2023-01-11,71,Yes,Laptop
V01704,U0776,S285,2023-05-10,167,Yes,TV
V01705,U0542,S002,2023-11-18,48,No,Mobile
V01706,U0582,S175,2023-06-17,10,No,Tablet
V01707,U0112,S157,2023-04-10,118,Yes,Laptop
V01708,U0601,S103,2023-12-23,170,No,Tablet
V01709,U0099,S195,2023-12-09,130,No,TV
V01710,U0047,S173,2023-05-06,101,No,Tablet
V01711,U0505,S117,2023-05-04,120,No,Mobile
V01712,U0106,S290,2023-12-20,45,Yes,TV
V01713,U0210,S240,2023-07-30,115,Yes,Mobile
V01714,U0736,S070,2023-02-22,66,No,TV
V01715,U0100,S019,2023-04-22,75,No,Mobile
V01716,U0124,S144,2023-10-28,174,No,Tablet
V01717,U0349,S122,2023-04-18,166,Yes,Mobile
V01718,U0613,S275,2023-02-17,171,No,TV
V01719,U0706,S142,2023-01-23,148,No,TV
V01720,U0502,S111,2023-12-03,115,Yes,Laptop
V01721,U0516,S299,2023-02-21,68,Yes,Laptop
V01722,U0714,S179,2023-01-01,101,No,Tablet
V01723,U0028,S050,2023-10-12,170,Yes,Mobile
V01724,U0198,S089,2023-12-08,50,No,TV
V01725,U0201,S108,2023-01-24,60,Yes,TV
V01726,U0063,S231,2023-06-01,67,No,TV
V01727,U0744,S105,2023-01-17,103,Yes,Laptop
V01728,U0158,S033,2023-12-18,50,No,Tablet
V01729,U0176,S192,2023-07-13,18,Yes,TV
V01730,U0112,S044,2023-12-17,50,No,TV
V01731,U0426,S056,2023-02-07,121,Yes,TV
V01732,U0273,S267,2023-12-25,152,Yes,Laptop
V01733,U0609,S273,2023-08-20,179,Yes,TV
V01734,U0177,S228,2023-08-18,81,No,Laptop
V01735,U0752,S011,2023-05-14,60,Yes,Tablet
V01736,U0792,S275,2023-06-01,129,No,Mobile
V01737,U0712,S065,2023-10-25,23,Yes,TV
V01738,U0574,S246,2023-12-25,111,Yes,TV
V01739,U0552,S119,2023-01-28,42,Yes,TV
V01740,U0248,S276,2023-01-26,151,Yes,Mobile
V01741,U0266,S134,2023-06-23,95,Yes,TV
V01742,U0438,S252,2023-04-02,62,Yes,TV
V01743,U0531,S076,2023-04-23,169,Yes,Tablet
V01744,U0739,S280,2023-02-06,30,No,Laptop
V01745,U0698,S142,2023-08-24,96,Yes,Mobile
V01746,U0799,S014,2023-01-17,180,Yes,Mobile
V01747,U0331,S085,2023-01-16,173,Yes,Mobile
V01748,U0493,S051,2023-02-12,122,Yes,Laptop
V01749,U0737,S077,2023-01-30,100,Yes,Laptop
V01750,U0517,S149,2023-07-14,84,Yes,Laptop
V01751,U0559,S076,2023-03-23,163,Yes,Tablet
V01752,U0535,S040,2023-05-28,48,No,TV
V01753,U0322,S195,2023-05-28,130,Yes,Mobile
V01754,U0479,S014,2023-09-17,21,No,Mobile
V01755,U0252,S194,2023-01-02,98,No,Laptop
V01756,U0742,S265,2023-02-15,80,No,TV
V01757,U0577,S063,2023-07-27,70,No,Tablet
V01758,U0524,S117,2023-03-18,92,No,Laptop
V01759,U0375,S159,2023-12-05,53,Yes,Tablet
V01760,U0641,S241,2023-01-22,23,Yes,Tablet
V01761,U0421,S286,2023-04-17,127,Yes,Laptop
V01762,U0129,S034,2023-01-09,25,Yes,Laptop
V01763,U0402,S130,2023-01-25,145,Yes,Mobile
V01764,U0268,S133,2023-10-12,174,Yes,TV
V01765,U0511,S128,2023-10-08,142,No,TV
V01766,U0542,S033,2023-07-13,112,Yes,Laptop
V01767,U0690,S034,2023-05-05,46,Yes,Tablet
V01768,U0744,S088,2023-11-13,143,No,Laptop
V01769,U0163,S011,2023-07-28,72,No,Tablet
V01770,U0740,S271,2023-03-08,120,No,TV
V01771,U0797,S129,2023-02-23,31,No,Tablet
V01772,U0299,S200,2023-01-21,50,No,Laptop
V01773,U0044,S096,2023-07-11,113,No,TV
V01774,U0349,S279,2023-12-12,57,No,Laptop
V01775,U0685,S044,2023-04-09,130,Yes,Tablet
V01776,U0287,S149,2023-06-07,141,No,Mobile
V01777,U0378,S124,2023-04-26,152,Yes,TV
V01778,U0743,S069,2023-05-22,129,No,Mobile
V01779,U0039,S149,2023-12-11,173,No,Mobile
V01780,U0210,S111,2023-05-30,63,Yes,Laptop
V01781,U0602,S162,2023-04-10,41,No,Tablet
V01782,U0105,S047,2023-04-24,34,Yes,Tablet
V01783,U0739,S064,2023-09-27,149,No,Mobile
V01784,U0247,S047,2023-11-07,171,Yes,TV
V01785,U0138,S208,2023-09-10,174,Yes,Laptop
V01786,U0417,S018,2023-04-26,29,Yes,Mobile
V01787,U0777,S168,2023-11-10,109,No,Mobile
V01788,U0798,S283,2023-08-25,144,No,Mobile
V01789,U0214,S014,2023-01-06,17,Yes,Mobile
V01790,U0115,S282,2023-06-21,42,No,Mobile
V01791,U0342,S242,2023-05-06,173,No,Tablet
V01792,U0611,S062,2023-05-16,116,No,Mobile
V01793,U0402,S189,2023-11-14,166,Yes,Laptop
V01794,U0079,S160,2023-03-10,164,Yes,Mobile
V01795,U0112,S277,2023-03-05,84,No,TV
V01796,U0543,S245,2023-04-29,97,No,Mobile
V01797,U0775,S209,2023-10-28,59,Yes,TV
V01798,U0622,S259,2023-03-22,47,Yes,Mobile
V01799,U0282,S172,2023-05-03,96,No,Tablet
V01800,U0262,S019,2023-02-09,85,Yes,TV
V01801,U0766,S022,2023-09-24,103,No,Mobile
V01802,U0505,S203,2023-06-22,119,Yes,Tablet
V01803,U0120,S066,2023-01-24,119,Yes,Mobile
V01804,U0057,S267,2023-01-22,62,Yes,Laptop
V01805,U0623,S046,2023-07-19,16,No,Tablet
V01806,U0075,S165,2023-03-20,64,No,Mobile
V01807,U0261,S175,2023-03-31,101,Yes,Mobile
V01808,U0447,S293,2023-08-09,37,Yes,Tablet
V01809,U0435,S288,2023-11-17,174,No,TV
V01810,U0538,S136,2023-11-15,84,Yes,Mobile
V01811,U0312,S284,2023-03-01,11,Yes,Tablet
V01812,U0306,S122,2023-04-10,132,No,TV
V01813,U0218,S120,2023-07-28,175,Yes,Laptop
V01814,U0055,S053,2023-11-11,180,Yes,Laptop
V01815,U0621,S025,2023-08-20,139,Yes,Laptop
V01816,U0297,S147,2023-10-17,156,Yes,TV
V01817,U0262,S299,2023-01-09,52,No,Tablet
V01818,U0786,S294,2023-11-03,106,No,Laptop
V01819,U0092,S268,2023-10-10,85,No,TV
V01820,U0594,S197,2023-10-02,173,No,TV
V01821,U0579,S053,2023-03-17,85,No,Mobile
V01822,U0584,S100,2023-09-14,54,No,TV
V01823,U0800,S115,2023-02-25,85,Yes,TV
V01824,U0578,S287,2023-08-09,24,No,Tablet
V01825,U0572,S243,2023-11-15,49,Yes,Tablet
V01826,U0469,S214,2023-11-24,17,Yes,Tablet
V01827,U0317,S288,2023-03-31,68,Yes,TV
V01828,U0666,S125,2023-06-16,143,No,TV
V01829,U0292,S002,2023-12-03,98,Yes,Tablet
V01830,U0146,S290,2023-12-06,166,Yes,Tablet
V01831,U0563,S076,2023-06-24,113,Yes,Laptop
V01832,U0445,S137,2023-10-06,33,Yes,Tablet
V01833,U0353,S209,2023-10-21,171,No,Mobile
V01834,U0576,S247,2023-04-21,119,Yes,Mobile
V01835,U0785,S098,2023-12-11,145,Yes,Laptop
V01836,U0769,S062,2023-10-20,74,No,TV
V01837,U0555,S077,2023-05-17,71,No,Laptop
V01838,U0642,S021,2023-09-18,17,No,TV
V01839,U0002,S004,2023-09-02,180,Yes,Tablet
V01840,U0399,S033,2023-11-04,24,No,Mobile
V01841,U0077,S042,2023-07-18,59,Yes,Laptop
V01842,U0068,S193,2023-01-14,145,Yes,Mobile
V01843,U0083,S151,2023-11-10,171,No,Mobile
V01844,U0465,S209,2023-06-14,55,Yes,TV
V01845,U0658,S211,2023-10-26,170,No,TV
V01846,U0226,S144,2023-01-26,79,No,Mobile
V01847,U0454,S145,2023-09-11,110,No,TV
V01848,U0144,S207,2023-01-30,115,No,TV
V01849,U0353,S010,2023-11-02,152,Yes,Mobile
V01850,U0394,S025,2023-09-09,51,No,Mobile
V01851,U0407,S269,2023-05-15,146,Yes,Laptop
V01852,U0204,S104,2023-02-04,126,Yes,TV
V01853,U0322,S184,2023-02-15,53,Yes,TV
V01854,U0112,S240,2023-06-26,149,No,Mobile
V01855,U0210,S085,2023-08-26,36,Yes,Mobile
V01856,U0001,S195,2023-11-05,38,Yes,TV
V01857,U0526,S163,2023-08-05,43,Yes,Tablet
V01858,U0386,S063,2023-09-11,58,No,TV
V01859,U0684,S280,2023-08-18,85,Yes,Laptop
V01860,U0744,S087,2023-05-16,158,Yes,Laptop
V01861,U0406,S151,2023-01-25,140,Yes,Mobile
V01862,U0283,S146,2023-02-18,23,No,TV
V01863,U0699,S129,2023-08-20,36,Yes,Tablet
V01864,U0146,S238,2023-08-29,137,Yes,TV
V01865,U0015,S083,2023-04-06,173,Yes,Mobile
V01866,U0105,S100,2023-09-09,76,Yes,Tablet
V01867,U0753,S252,2023-03-29,165,No,Tablet
V01868,U0238,S277,2023-04-30,72,No,Mobile
V01869,U0557,S164,2023-09-21,114,Yes,Mobile
V01870,U0587,S231,2023-06-23,15,Yes,Tablet
V01871,U0413,S061,2023-12-26,126,No,Tablet
V01872,U0413,S255,2023-12-25,70,Yes,Tablet
V01873,U0016,S187,2023-09-23,10,Yes,Tablet
V01874,U0087,S088,2023-10-04,56,Yes,TV
V01875,U0336,S082,2023-11-19,32,No,Tablet
V01876,U0016,S172,2023-12-14,148,No,Tablet
V01877,U0415,S292,2023-02-23,48,No,Mobile
V01878,U0075,S293,2023-09-25,45,Yes,Laptop
V01879,U0468,S021,2023-10-18,152,No,Laptop
V01880,U0639,S278,2023-05-01,83,No,Mobile
V01881,U0039,S170,2023-03-23,18,Yes,TV
V01882,U0737,S129,2023-12-06,139,No,Laptop
V01883,U0306,S173,2023-11-28,166,Yes,Mobile
V01884,U0291,S178,2023-11-28,125,Yes,Tablet
V01885,U0094,S183,2023-01-19,55,No,TV
V01886,U0459,S200,2023-10-06,132,No,TV
V01887,U0027,S232,2023-10-04,80,Yes,Tablet
V01888,U0737,S237,2023-02-09,136,Yes,Tablet
V01889,U0639,S295,2023-07-16,121,Yes,Tablet
V01890,U0328,S265,2023-03-20,157,Yes,TV
V01891,U0659,S273,2023-09-10,91,Yes,Mobile
V01892,U0699,S122,2023-07-24,104,Yes,Mobile
V01893,U0031,S185,2023-12-23,109,No,Tablet
V01894,U0703,S234,2023-11-14,155,No,Mobile
V01895,U0172,S144,2023-01-16,148,Yes,TV
V01896,U0275,S129,2023-06-25,56,No,Tablet
V01897,U0201,S072,2023-08-24,100,No,Laptop
V01898,U0650,S069,2023-04-06,146,Yes,Laptop
V01899,U0200,S280,2023-07-20,156,Yes,Mobile
V01900,U0169,S134,2023-06-24,30,No,Laptop
V01901,U0740,S248,2023-04-06,55,No,Laptop
V01902,U0590,S088,2023-07-19,113,Yes,TV
V01903,U0352,S272,2023-12-22,165,Yes,Laptop
V01904,U0517,S055,2023-02-22,153,Yes,Tablet
V01905,U0027,S251,2023-07-09,142,No,Laptop
V01906,U0017,S165,2023-07-17,134,No,Laptop
V01907,U0008,S100,2023-05-14,88,Yes,Mobile
V01908,U0116,S247,2023-12-12,163,Yes,Tablet
V01909,U0204,S268,2023-03-26,95,Yes,TV
V01910,U0089,S187,2023-05-18,63,Yes,Tablet
V01911,U0334,S151,2023-06-07,126,Yes,Mobile
V01912,U0208,S055,2023-06-17,65,No,TV
V01913,U0430,S244,2023-07-07,144,Yes,Mobile
V01914,U0459,S163,2023-05-02,21,No,Mobile
V01915,U0154,S056,2023-11-14,82,No,Mobile
V01916,U0182,S234,2023-01-19,108,No,Mobile
V01917,U0575,S031,2023-12-23,164,No,TV
V01918,U0279,S185,2023-09-02,43,Yes,TV
V01919,U0412,S084,2023-09-21,45,No,Laptop
V01920,U0427,S030,2023-10-13,93,No,Tablet
V01921,U0287,S153,2023-08-19,52,No,TV
V01922,U0523,S173,2023-09-10,81,No,Laptop
V01923,U0373,S163,2023-10-29,167,No,Laptop
V01924,U0312,S061,2023-04-02,31,Yes,Tablet
V01925,U0140,S004,2023-06-20,20,Yes,Mobile
V01926,U0382,S118,2023-03-21,160,No,TV
V01927,U0135,S060,2023-02-07,93,Yes,Laptop
V01928,U0006,S166,2023-02-05,97,Yes,Tablet
V01929,U0649,S218,2023-01-18,152,Yes,TV
V01930,U0291,S156,2023-12-16,82,Yes,Tablet
V01931,U0148,S256,2023-07-17,66,No,Tablet
V01932,U0737,S150,2023-08-18,174,No,Tablet
V01933,U0133,S188,2023-03-18,141,Yes,TV
V01934,U0215,S036,2023-07-08,144,No,TV
V01935,U0755,S069,2023-03-30,58,Yes,Mobile
V01936,U0622,S074,2023-03-06,175,Yes,Mobile
V01937,U0640,S048,2023-11-17,25,No,Tablet
V01938,U0533,S126,2023-01-05,116,Yes,Laptop
V01939,U0209,S284,2023-09-08,128,Yes,Laptop
V01940,U0786,S242,2023-01-13,113,Yes,Mobile
V01941,U0182,S093,2023-12-07,99,No,Tablet
V01942,U0267,S186,2023-08-26,153,No,Laptop
V01943,U0389,S080,2023-09-05,156,Yes,Mobile
V01944,U0634,S047,2023-06-16,140,Yes,Tablet
V01945,U0748,S053,2023-07-15,110,Yes,Mobile
V01946,U0736,S226,2023-10-09,40,Yes,Tablet
V01947,U0469,S111,2023-03-31,60,Yes,Tablet
V01948,U0030,S167,2023-04-22,56,Yes,TV
V01949,U0759,S211,2023-03-21,53,Yes,Mobile
V01950,U0674,S300,2023-08-07,29,No,Laptop
V01951,U0243,S086,2023-05-01,93,Yes,Laptop
V01952,U0592,S277,2023-12-26,62,Yes,Laptop
V01953,U0274,S214,2023-10-12,41,No,Tablet
V01954,U0755,S253,2023-11-27,66,No,TV
V01955,U0254,S011,2023-07-21,156,No,Laptop
V01956,U0592,S256,2023-05-14,166,No,Mobile
V01957,U0619,S299,2023-04-03,122,No,Mobile
V01958,U0451,S036,2023-04-06,51,Yes,Mobile
V01959,U0683,S240,2023-06-19,144,Yes,Tablet
V01960,U0503,S168,2023-02-27,45,Yes,TV
V01961,U0029,S051,2023-03-08,44,Yes,Laptop
V01962,U0562,S097,2023-07-23,54,Yes,Mobile
V01963,U0780,S284,2023-01-23,135,No,Tablet
V01964,U0358,S108,2023-09-23,105,No,Laptop
V01965,U0653,S274,2023-04-05,110,Yes,Mobile
V01966,U0018,S143,2023-01-21,87,Yes,TV
V01967,U0587,S294,2023-07-18,92,Yes,Mobile
V01968,U0356,S084,2023-08-24,63,Yes,Mobile
V01969,U0659,S296,2023-01-12,52,Yes,Laptop
V01970,U0095,S156,2023-12-06,60,Yes,Tablet
V01971,U0059,S101,2023-05-22,11,Yes,Tablet
V01972,U0216,S256,2023-08-29,33,Yes,Mobile
V01973,U0050,S078,2023-03-16,48,No,Mobile
V01974,U0121,S236,2023-04-17,114,Yes,Tablet
V01975,U0055,S059,2023-12-05,165,Yes,Mobile
V01976,U0392,S207,2023-03-01,36,Yes,TV
V01977,U0124,S017,2023-04-03,124,Yes,TV
V01978,U0255,S102,2023-06-25,169,No,TV
V01979,U0586,S099,2023-01-19,120,No,Tablet
V01980,U0550,S007,2023-06-22,179,Yes,TV
V01981,U0796,S267,2023-08-22,36,No,TV
V01982,U0103,S047,2023-05-25,82,Yes,Mobile
V01983,U0641,S269,2023-10-13,45,No,Laptop
V01984,U0138,S077,2023-01-05,162,No,Laptop
V01985,U0018,S100,2023-07-12,103,Yes,Laptop
V01986,U0760,S001,2023-07-14,64,Yes,Laptop
V01987,U0018,S050,2023-03-07,68,No,Tablet
V01988,U0283,S098,2023-03-02,118,Yes,Laptop
V01989,U0553,S188,2023-10-09,109,No,Laptop
V01990,U0028,S133,2023-03-08,29,Yes,TV
V01991,U0494,S028,2023-01-14,118,Yes,Mobile
V01992,U0491,S119,2023-07-05,152,Yes,Tablet
V01993,U0171,S032,2023-05-23,123,Yes,Mobile
V01994,U0605,S012,2023-08-09,115,No,TV
V01995,U0289,S272,2023-03-08,176,Yes,Mobile
V01996,U0268,S082,2023-06-25,171,No,Mobile
V01997,U0034,S128,2023-04-24,25,No,Mobile
V01998,U0416,S255,2023-01-09,154,No,Tablet
V01999,U0316,S034,2023-07-08,104,No,Tablet
V02000,U0381,S146,2023-10-30,118,No,TV
V02001,U0492,S055,2023-05-07,45,No,Laptop
V02002,U0003,S057,2023-08-25,21,No,Mobile
V02003,U0040,S107,2023-03-02,16,Yes,Tablet
V02004,U0103,S231,2023-10-11,112,Yes,Laptop
V02005,U0166,S217,2023-02-16,142,No,Mobile
V02006,U0530,S050,2023-10-06,103,Yes,Tablet
V02007,U0607,S016,2023-02-24,37,Yes,Laptop
V02008,U0475,S044,2023-12-27,60,Yes,Mobile
V02009,U0105,S127,2023-07-29,23,No,Tablet
V02010,U0341,S041,2023-12-31,22,Yes,Laptop
V02011,U0504,S154,2023-07-04,61,No,Tablet
V02012,U0721,S101,2023-03-31,16,Yes,Mobile
V02013,U0187,S179,2023-10-17,146,No,Laptop
V02014,U0721,S220,2023-08-17,162,No,Laptop
V02015,U0210,S062,2023-09-12,153,Yes,Mobile
V02016,U0688,S103,2023-06-20,165,Yes,Tablet
V02017,U0261,S224,2023-03-22,110,No,Tablet
V02018,U0362,S300,2023-03-18,26,Yes,TV
V02019,U0020,S017,2023-03-12,24,No,Laptop
V02020,U0436,S052,2023-07-26,89,No,Laptop
V02021,U0774,S035,2023-11-17,39,Yes,Mobile
V02022,U0683,S240,2023-08-17,41,No,Laptop
V02023,U0767,S135,2023-01-20,159,Yes,TV
V02024,U0733,S289,2023-10-06,171,Yes,Laptop
V02025,U0323,S128,2023-10-21,180,Yes,Mobile
